,City,RegionName,State,PTR_6_months,10Year,5Year,YOY,three_bed_buy_2016,three_bed_buy_2017,three_bed_rent_2016,three_bed_rent_2017,rent_change,buy_change
150,Tampa,33647,FL,12.366666666666667,-0.00690052251413853,0.062288029437187004,0.0457774269928966,209100.0,219000.0,1450.0,1610.0,0.1103448275862069,0.047345767575322814
5218,Sanford,28326,NC,12.368333333333332,0.00537280664745299,0.00590011455501993,0.0273972602739726,157700.0,164100.0,1200.0,1200.0,0.0,0.040583386176284084
2259,Coral Springs,33071,FL,12.453333333333333,-0.0038987088785422705,0.0914701118086383,0.0522538041917887,258200.0,286700.0,1825.0,1740.0,-0.04657534246575343,0.11037955073586367
418,Marietta,30066,GA,12.456666666666669,0.0184424474486451,0.0834657659671834,0.07207615593835001,186900.0,203200.0,1350.0,1515.0,0.12222222222222222,0.08721241305510968
96,Las Vegas,89108,NV,12.461666666666666,-0.0323257356002464,0.18105330026322897,0.11096690460739801,157100.0,174200.0,1065.0,1120.0,0.051643192488262914,0.10884786760025461
1662,Kennesaw,30152,GA,12.47,0.0114150813657574,0.06708552346819201,0.0325370675453048,168200.0,178900.0,1350.0,1380.0,0.022222222222222223,0.06361474435196195
817,Las Vegas,89122,NV,12.47166666666667,-0.0345440980991897,0.163252251816258,0.0975765306122449,158900.0,174100.0,1150.0,1149.5,-0.0004347826086956522,0.09565764631843927
1109,Fayetteville,28306,NC,12.481666666666667,0.00784710569358538,0.00303495718955582,-0.009478672985781991,118400.0,132600.0,995.0,1000.0,0.005025125628140704,0.11993243243243243
5200,Kendall West,33185,FL,12.496666666666668,-0.0178403950621742,0.0827056203397694,0.0531946508172363,305000.0,326400.0,2172.5,2297.5,0.05753739930955121,0.07016393442622951
476,Philadelphia,19148,PA,12.498333333333335,0.0315697433684357,0.0696548557175596,0.0956719817767654,172300.0,186600.0,1300.0,1400.0,0.07692307692307693,0.08299477655252467
297,Jacksonville,32225,FL,12.543333333333331,0.0015889560072133199,0.0904757564702858,0.0989119683481701,185600.0,196900.0,1300.0,1425.0,0.09615384615384616,0.06088362068965517
2855,Jacksonville,32258,FL,12.556666666666667,-0.0072100069666563,0.0675503123347168,0.0403994552882433,207300.0,220500.0,1486.0,1500.0,0.009421265141318977,0.06367583212735166
72,Virginia Beach,23462,VA,12.571666666666665,-0.00645493356410642,0.0243133042104107,0.0311203319502075,192000.0,198100.0,1300.0,1350.0,0.038461538461538464,0.03177083333333333
3203,Fort Lauderdale,33304,FL,12.574999999999998,-0.0116269318612627,0.08567642786148301,0.0571428571428571,579000.0,568700.0,2632.0,2536.0,-0.0364741641337386,-0.01778929188255613
4746,Pembroke Pines,33028,FL,12.593333333333334,-0.00886507238307699,0.0823361487152507,0.0505405405405405,325900.0,342400.0,2200.0,2275.0,0.03409090909090909,0.050629027308990486
205,Chesapeake,23320,VA,12.638333333333334,-0.007583031660777559,0.0212288651198629,0.0294499783456042,209200.0,220000.0,1475.0,1518.0,0.029152542372881354,0.05162523900573614
58,Sunny Isles Beach,33160,FL,12.696666666666667,-0.00797921501743337,0.076424986465033,-0.0489690721649485,1172900.0,1107400.0,5600.0,5600.0,0.0,-0.055844488021144174
39,Cedar Park,78613,TX,12.716666666666667,0.0332147936044227,0.0787488522862783,0.0788431061806656,216300.0,230800.0,1700.0,1647.0,-0.031176470588235295,0.06703652334720296
2149,Pembroke Pines,33029,FL,12.735,-0.0066039903388832605,0.0863386223644553,0.0644649933949802,340200.0,357600.0,2300.0,2344.5,0.01934782608695652,0.05114638447971781
371,Allen,75002,TX,12.736666666666666,0.0436881669049813,0.0949927228599559,0.07172361997746901,228100.0,249900.0,1600.0,1685.0,0.053125,0.09557211749232793
1672,Coral Terrace,33155,FL,12.768333333333333,-0.0194288621536008,0.112215487457445,0.041592394533571,341500.0,356900.0,2500.0,2550.0,0.02,0.04509516837481698
1268,McKinney,75071,TX,12.791666666666666,0.0449186521827394,0.0987419636413409,0.0722713864306785,230400.0,246600.0,1595.0,1695.0,0.06269592476489028,0.0703125
3116,Coral Springs,33076,FL,12.828333333333331,-0.0101335484693904,0.0547921650677192,0.0348993288590604,329000.0,347400.0,2400.0,2500.0,0.041666666666666664,0.05592705167173252
3710,Miami,33137,FL,12.848333333333334,-0.00813690245699905,0.0988413272990005,-0.0283604135893648,795000.0,801600.0,3950.0,4000.0,0.012658227848101266,0.00830188679245283
3396,Boston,2119,MA,12.885,0.0463280772105634,0.10370513322814802,0.0536744419362929,411900.0,425800.0,2612.5,2695.0,0.031578947368421054,0.03374605486768633
5584,Weston,33331,FL,12.923333333333334,-0.00634207813493592,0.0728932195480663,0.0569087184156613,383100.0,402800.0,2475.0,2490.0,0.006060606060606061,0.05142260506395197
4100,Fort Lauderdale,33301,FL,12.946666666666667,-0.00162887596826955,0.09221549469711099,-0.00177900770903341,782700.0,792100.0,3200.0,3645.0,0.1390625,0.012009709978280311
1003,Aventura,33180,FL,13.003333333333336,-0.0118933555084092,0.0554082280992854,-0.0100237404378792,583900.0,585200.0,3300.0,3250.0,-0.015151515151515152,0.0022264086316150025
251,Clermont,34711,FL,13.005,-0.0129905587226927,0.0847441147205434,0.0607808340727595,219800.0,230300.0,1477.0,1500.0,0.015572105619498984,0.04777070063694268
237,Cumming,30040,GA,13.075000000000001,0.009803905253340291,0.0810493862148314,0.0557973882073605,215200.0,225300.0,1505.0,1555.0,0.03322259136212625,0.046933085501858735
1,Chicago,60657,IL,13.103333333333332,0.00233914276278924,0.0459416549104419,0.0365354330708661,552800.0,570600.0,2685.0,2700.0,0.00558659217877095,0.03219971056439942
1536,Navarre,32566,FL,13.141666666666666,-0.00628148524693173,0.0313879595396767,0.0453257790368272,183700.0,195800.0,1350.0,1350.0,0.0,0.0658682634730539
2222,Jollyville,78729,TX,13.15,0.037681830404151996,0.08899325170218302,0.0550814584949573,240100.0,247800.0,1489.5,1553.0,0.042631755622692176,0.03206997084548105
7,McKinney,75070,TX,13.193333333333333,0.0442465902282265,0.0985187379728927,0.0786862812179268,252300.0,271300.0,1700.0,1795.0,0.05588235294117647,0.07530717399920729
1148,Jacksonville,32224,FL,13.243333333333332,0.0018212669728063801,0.0770101072333382,0.0772966410360178,236600.0,253200.0,1429.0,1528.0,0.06927921623512946,0.07016060862214708
244,Virginia Beach,23452,VA,13.269999999999998,-0.00108819546068406,0.0250150335179775,0.043956043956044,210000.0,215800.0,1395.0,1425.0,0.021505376344086023,0.02761904761904762
302,Huntersville,28078,NC,13.271666666666667,0.0137466972119351,0.0550406050510457,0.0666928207140055,223400.0,239300.0,1595.0,1595.0,0.0,0.0711727842435094
325,Germantown,20874,MD,13.276666666666666,-0.0192970357341544,0.0439260376113915,0.0295815295815296,282200.0,289200.0,1730.0,1750.0,0.011560693641618497,0.024805102763997167
306,Orlando,32828,FL,13.353333333333332,-0.0107220240308094,0.0936567542683426,0.0765365287978353,214200.0,228900.0,1450.0,1550.0,0.06896551724137931,0.06862745098039216
3154,Westchase,33626,FL,13.406666666666668,0.0027552851687462398,0.0714057872199874,0.0563957151858853,274900.0,288900.0,1891.0,1950.0,0.03120042305658382,0.05092761004001455
5576,Miami,33132,FL,13.456666666666665,-0.00956898918749061,0.0524406329544109,-0.0427083333333333,932100.0,888100.0,4500.0,4500.0,0.0,-0.04720523548975432
680,Meridian,83646,ID,13.466666666666667,-0.00353650694997409,0.0808279365099523,0.0733151183970856,193500.0,208500.0,1295.0,1400.0,0.08108108108108109,0.07751937984496124
174,Woodbridge,22191,VA,13.468333333333334,-0.0167312847867357,0.0415419136581041,0.0392642377078175,269800.0,279200.0,1950.0,2000.0,0.02564102564102564,0.034840622683469234
1897,North Las Vegas,89032,NV,13.521666666666667,-0.0268927355857008,0.165233188637358,0.13529073114565301,166700.0,188500.0,1095.0,1150.0,0.0502283105022831,0.1307738452309538
427,Frisco,75035,TX,13.594999999999999,0.0477701784212339,0.0929920170438148,0.0656734569778048,260400.0,283600.0,1750.0,1850.0,0.05714285714285714,0.0890937019969278
2424,Cornelius,28031,NC,13.644999999999998,0.0139495530244851,0.0524774540300221,0.0670588235294118,243400.0,257000.0,1495.0,1479.5,-0.01036789297658863,0.05587510271158587
182,Marietta,30062,GA,13.666666666666666,0.0205622126120524,0.07189781431723799,0.0525245679430701,240300.0,253600.0,1546.5,1604.0,0.03718073068218558,0.05534748231377445
1551,Las Vegas,89128,NV,13.685000000000002,-0.0246925606730963,0.142797195020299,0.131765992345544,188000.0,210600.0,1150.0,1279.5,0.1126086956521739,0.1202127659574468
49,Virginia Beach,23464,VA,13.686666666666667,-0.00375249457503801,0.0259911257944914,0.0470732705689726,224800.0,232400.0,1400.0,1400.0,0.0,0.033807829181494664
114,Aurora,80013,CO,13.688333333333333,0.0464096511145264,0.12663195711643901,0.103067047075606,293200.0,318100.0,1800.0,1999.0,0.11055555555555556,0.084924965893588
89,Suwanee,30024,GA,13.721666666666666,0.0129374904430499,0.0858752335400677,0.0536869340232859,239800.0,259400.0,1650.0,1740.0,0.05454545454545454,0.0817347789824854
16,Chicago,60618,IL,13.745,-0.0036609955861474103,0.0658025759054017,0.0323974082073434,435900.0,460500.0,1962.5,2000.0,0.01910828025477707,0.056434962147281484
12,Chicago,60647,IL,13.81,0.009282069265252879,0.0852494498539553,0.0756895445798589,437300.0,466200.0,2200.0,2195.0,-0.0022727272727272726,0.06608735421907158
206,Woodbridge,22193,VA,13.851666666666667,-0.0155039104239038,0.0507744542943085,0.0411436541143654,259900.0,268300.0,1600.0,1695.0,0.059375,0.032320123124278566
1578,Windermere,34786,FL,13.855000000000002,-0.0209860345252438,0.0638382532566533,0.0576048509348156,262200.0,280400.0,1750.0,1850.0,0.05714285714285714,0.06941266209000763
55,Charlotte,28277,NC,13.893333333333333,0.01673104918824,0.0638372467519288,0.0549345257106356,243400.0,260800.0,1625.0,1650.0,0.015384615384615385,0.0714872637633525
333,North Las Vegas,89031,NV,13.97166666666667,-0.0267503840987288,0.154979985035792,0.131340096102509,174500.0,197100.0,1150.0,1157.0,0.00608695652173913,0.12951289398280802
732,Bakersfield,93312,CA,14.021666666666667,-0.0191497904441889,0.0754481595575893,0.0198799699924981,244800.0,246100.0,1500.0,1550.0,0.03333333333333333,0.0053104575163398695
186,Virginia Beach,23454,VA,14.065,-0.00376692008718515,0.0274846145661725,0.0481522956326988,249100.0,258200.0,1450.0,1512.0,0.04275862068965517,0.03653151344841429
913,Stafford,22554,VA,14.181666666666667,-0.011834733725831001,0.0395011308836648,0.0453115166771554,253100.0,269500.0,1600.0,1625.0,0.015625,0.06479652311339391
1270,Coral Gables,33134,FL,14.195,-0.0070781564280471,0.0854544532672861,0.0570829450139795,566600.0,596000.0,3000.0,3450.0,0.15,0.05188845746558419
3324,North Las Vegas,89081,NV,14.195,-0.03009054503724,0.138305795603295,0.10417715148465,183100.0,204900.0,1195.0,1236.0,0.03430962343096234,0.1190606226105953
232,Johns Creek,30022,GA,14.211666666666668,0.0149215298186358,0.0625802696238358,0.0628229534946968,245300.0,262000.0,1615.0,1660.0,0.02786377708978328,0.06807990216061965
2,Chicago,60614,IL,14.283333333333333,0.00576211358768486,0.0518514562343368,0.0351270553064275,610000.0,638200.0,2995.0,2995.0,0.0,0.04622950819672131
530,Woodbridge,22192,VA,14.303333333333333,-0.00976238328686818,0.0433224558417074,0.0314185972707077,283000.0,292200.0,1750.0,1800.0,0.02857142857142857,0.03250883392226148
370,Milton,30004,GA,14.329999999999998,0.0192933130434751,0.0666086661284344,0.0484734868773433,245800.0,263400.0,1795.0,1700.0,-0.052924791086350974,0.07160292921074043
465,Virginia Beach,23455,VA,14.341666666666667,-0.007165745328274521,0.0270047501804205,0.0406091370558376,242900.0,247100.0,1695.0,1695.0,0.0,0.01729106628242075
4260,Chicago,60642,IL,14.37666666666667,0.0157775632621715,0.0703949992599977,0.0786876500400107,492600.0,523900.0,2600.0,2600.0,0.0,0.06354039788875356
133,Sacramento,95823,CA,14.394999999999998,-0.0112259887811825,0.16939696620167402,0.100474342388961,228000.0,249800.0,1295.0,1499.0,0.15752895752895754,0.0956140350877193
1759,Miami,33133,FL,14.601666666666667,0.0058541766858031296,0.0982988566296068,0.0378158685280085,736000.0,789400.0,3692.0,3800.0,0.02925243770314193,0.07255434782608695
296,Chicago,60622,IL,14.608333333333334,0.0102658018120174,0.0657755636671737,0.06528417818740401,517500.0,534600.0,2550.0,2400.0,-0.058823529411764705,0.03304347826086956
4035,Henderson,89011,NV,14.691666666666668,-0.0205631108984039,0.135062937490915,0.0990476190476191,219600.0,237500.0,1385.0,1400.0,0.010830324909747292,0.08151183970856102
2852,Boston,2125,MA,14.700000000000001,0.0456613877732719,0.114349406897789,0.111386138613861,411000.0,446100.0,2400.0,2550.0,0.0625,0.0854014598540146
2398,Las Vegas,89183,NV,14.770000000000001,-0.022075783146926,0.133917000988863,0.08956646021915199,200800.0,217000.0,1239.0,1295.0,0.04519774011299435,0.08067729083665338
160,Bayonne,7002,NJ,14.806666666666667,-0.0214295540999336,0.0563690832864905,0.121935056328694,284400.0,320300.0,1700.0,1795.0,0.05588235294117647,0.12623066104078762
2341,Morrisville,27560,NC,14.82333333333333,0.0184768533751252,0.0554326950272153,0.06713389893028401,214100.0,234900.0,1377.0,1500.0,0.08932461873638345,0.09715086408220458
1820,Boston,2128,MA,14.873333333333335,0.0476272995883007,0.127907129103082,0.15154693235448302,411500.0,462200.0,2400.0,2500.0,0.041666666666666664,0.12320777642770353
574,Las Vegas,89147,NV,14.941666666666668,-0.0227624211083226,0.12932396156189999,0.0968973747016706,205100.0,224500.0,1250.0,1300.0,0.04,0.09458800585080449
641,Las Vegas,89129,NV,14.951666666666668,-0.0234415861772228,0.13517728715176,0.0838509316770186,202400.0,224100.0,1200.0,1295.0,0.07916666666666666,0.10721343873517787
2168,Las Vegas,89149,NV,14.969999999999999,-0.0232149200482525,0.12932026215382303,0.0950285965684118,200700.0,220300.0,1250.0,1300.0,0.04,0.09765819631290483
1060,Boston,2124,MA,15.011666666666665,0.0366652098902682,0.105412498013319,0.127375956553937,401500.0,457000.0,2000.0,2200.0,0.1,0.1382316313823163
3328,Las Vegas,89113,NV,15.08,-0.0226102408623788,0.12988426294549302,0.0911602209944751,222600.0,242300.0,1285.0,1300.0,0.011673151750972763,0.08849955076370171
2712,Newport,2840,RI,15.148333333333333,0.010921040002616999,0.0571028576938024,0.0753998476770754,411700.0,440500.0,2000.0,2200.0,0.1,0.06995384989069711
274,Las Vegas,89123,NV,15.298333333333334,-0.0219123604505201,0.13250321711014398,0.0798803929944468,224200.0,244600.0,1375.0,1400.0,0.01818181818181818,0.09099018733273863
520,Henderson,89074,NV,15.310000000000002,-0.0209714298472569,0.125623250036982,0.0675895765472313,227600.0,244900.0,1312.5,1400.0,0.06666666666666667,0.07601054481546574
2286,Las Vegas,89139,NV,15.386666666666665,-0.0227555952381419,0.117872743942209,0.0774165953806672,216800.0,236300.0,1265.0,1350.0,0.06719367588932806,0.08994464944649447
2698,Las Vegas,89178,NV,15.578333333333333,-0.0255882790546137,0.11604739825346,0.0596892886345053,229200.0,246400.0,1300.0,1350.0,0.038461538461538464,0.07504363001745201
3007,Henderson,89002,NV,15.641666666666666,-0.0173221799045815,0.129707848277015,0.0802568218298555,223600.0,249200.0,1250.0,1295.0,0.036,0.11449016100178891
1387,Las Vegas,89131,NV,15.65,-0.0249389128921459,0.119032042581286,0.0727997102499095,230100.0,250600.0,1250.0,1350.0,0.08,0.08909169926119079
880,Las Vegas,89148,NV,15.65333333333333,-0.0241781043352285,0.12155002380860198,0.0798828941865328,232700.0,252100.0,1325.0,1386.5,0.04641509433962264,0.08336914482165879
654,Murrieta,92563,CA,15.700000000000001,-0.0120832846715573,0.098825448218355,0.0536895001322401,357700.0,377900.0,1800.0,1880.0,0.044444444444444446,0.056471903830025164
3528,Las Vegas,89141,NV,15.711666666666666,-0.0242502069362652,0.11640407451978699,0.0723210904960242,241800.0,259100.0,1300.0,1412.5,0.08653846153846154,0.07154673283705541
151,Las Vegas,89117,NV,15.795,-0.0188953440260891,0.119383927171776,0.0827878321139777,247400.0,268400.0,1350.0,1375.0,0.018518518518518517,0.08488278092158448
2124,Henderson,89012,NV,15.808333333333335,-0.0152633073249535,0.11658785456064001,0.0676609676245908,263000.0,280800.0,1477.0,1600.0,0.08327691266079891,0.06768060836501902
512,Boston,2135,MA,15.836666666666668,0.0471690377147689,0.102372471444392,0.0913169701768277,610500.0,642400.0,2700.0,2800.0,0.037037037037037035,0.05225225225225225
5224,Las Vegas,89144,NV,15.841666666666667,-0.0175279905272127,0.11956798520264801,0.0613636363636364,247700.0,265400.0,1474.0,1445.0,-0.01967435549525102,0.07145740815502624
499,Murrieta,92562,CA,15.861666666666666,-0.0156285993431321,0.0970044406401263,0.0476810838978635,344700.0,365700.0,1750.0,1904.5,0.08828571428571429,0.060922541340295906
4261,Boston,2134,MA,16.066666666666666,0.0448513829957473,0.110728377782304,0.174981567952814,563600.0,644400.0,2695.0,2800.0,0.03896103896103896,0.1433640880056778
3340,Franconia,22315,VA,16.086666666666666,0.000533932591870512,0.0276168736267155,0.0190972222222222,456900.0,463900.0,2599.0,2500.0,-0.03809157368218546,0.015320639089516306
265,Henderson,89052,NV,16.113333333333333,-0.0189489182378916,0.0877068918228667,0.0408398044291056,300100.0,316600.0,1610.0,1600.0,-0.006211180124223602,0.05498167277574142
177,Temecula,92592,CA,16.166666666666668,-0.00633191452740334,0.0850945301768144,0.0408114558472554,368200.0,384800.0,1875.0,1997.5,0.06533333333333333,0.045084193373166756
2816,Las Vegas,89135,NV,16.246666666666666,-0.0167854155001524,0.09383902815185001,0.0515928954045672,322800.0,342500.0,1650.0,1700.0,0.030303030303030304,0.061028500619578686
3127,Boston,2131,MA,16.278333333333332,0.0361543603003398,0.0894716153629742,0.10004486316733999,461100.0,506500.0,2300.0,2472.5,0.075,0.09846020386033398
1651,Sparks,89436,NV,16.291666666666668,0.00112440963666871,0.139950902558655,0.0558035714285714,291700.0,311100.0,1575.0,1750.0,0.1111111111111111,0.0665066849502914
4893,Henderson,89044,NV,16.31,-0.0125678379629957,0.0922359491656113,0.0674270379067427,279000.0,297000.0,1495.0,1649.5,0.10334448160535117,0.06451612903225806
533,Hillsboro,97124,OR,16.37666666666667,0.0233021644791476,0.103012067722275,0.0976132190942472,310000.0,343200.0,1845.0,1922.5,0.04200542005420054,0.10709677419354839
164,Rancho Cucamonga,91730,CA,16.75,-0.00139027602573316,0.104559011217388,0.0733730878921442,386800.0,415600.0,2171.0,2200.0,0.013357899585444496,0.07445708376421924
1557,Fairfax,22033,VA,16.960000000000004,0.00292067686127973,0.0305377885268017,0.0373831775700935,439800.0,456300.0,2299.0,2332.0,0.014354066985645933,0.03751705320600273
812,Bend,97702,OR,17.051666666666666,0.009305619965302771,0.12922532711705498,0.0995695839311334,338500.0,369600.0,1795.0,1900.0,0.0584958217270195,0.09187592319054654
318,Elk Grove,95758,CA,17.121666666666666,-0.0020659638717671603,0.140961266282991,0.108165752589884,301900.0,333100.0,1500.0,1695.0,0.13,0.10334547863530971
2882,Waltham,2453,MA,17.128333333333334,0.0322006523264728,0.0822277244716343,0.0998555807716113,499300.0,550000.0,2300.0,2300.0,0.0,0.10154215902263168
179,Bothell,98012,WA,17.183333333333334,0.0177399548657657,0.0994262760967539,0.135763097949886,416700.0,472600.0,2197.5,2400.0,0.09215017064846416,0.13414926805855532
646,Aliso Viejo,92656,CA,17.259999999999998,0.00391452616425769,0.0865992733674026,0.0644864964174169,544100.0,577600.0,2722.5,2800.0,0.028466483011937556,0.06156956441830546
222,Medford,2155,MA,17.406666666666666,0.0358061654020554,0.0880295512637177,0.0931689993733027,497400.0,552600.0,2500.0,2700.0,0.08,0.11097708082026538
365,New York,11203,NY,17.486666666666668,0.008401064728100541,0.0709838340517106,0.128258845437616,446600.0,495700.0,2200.0,2300.0,0.045454545454545456,0.10994178235557546
1658,Boston,2130,MA,17.540000000000003,0.0518602970753488,0.096966975053766,0.133215962441315,667500.0,695400.0,2800.0,2900.0,0.03571428571428571,0.041797752808988765
3951,Somerville,2145,MA,17.61833333333333,0.0546774265509191,0.120467310331461,0.11978835978836,512300.0,571200.0,2550.0,2850.0,0.11764705882352941,0.11497169627171579
1440,Boston,2127,MA,17.935000000000002,0.0607006962346512,0.111141670163961,0.111888111888112,678800.0,756500.0,3425.0,3600.0,0.051094890510948905,0.11446670595167943
1601,Watertown,2472,MA,17.96,0.0360420349025892,0.0871305462260665,0.10015866719555698,550400.0,619200.0,2500.0,2650.0,0.06,0.125
973,Herndon,20171,VA,18.35833333333333,0.007463154156999609,0.0276459475793009,0.0347173761339847,442200.0,449100.0,2200.0,2200.0,0.0,0.015603799185888738
166,Cedar Mill,97229,OR,18.458333333333332,0.0236025990951776,0.0828728379288865,0.0442683162574908,452800.0,476300.0,2005.5,2000.0,-0.002742458239840439,0.05189929328621908
495,San Diego,92128,CA,18.638333333333335,0.0177145894994089,0.0828844861692168,0.0679750223015165,604800.0,647500.0,2750.0,2687.0,-0.02290909090909091,0.07060185185185185
1421,Irvine,92618,CA,18.861666666666668,0.0115922126425574,0.0772347297130975,0.0419014593266869,656300.0,686900.0,3000.0,3300.0,0.1,0.04662501904616791
127,Laguna Niguel,92677,CA,19.24166666666667,-0.00107403018340091,0.0759956974506497,0.0488865463170378,732000.0,774300.0,3095.0,3300.0,0.06623586429725363,0.05778688524590164
563,Ewa Beach,96706,HI,19.30666666666667,0.0220665437977405,0.0739409237857793,0.0751508502468459,531000.0,569000.0,2700.0,2700.0,0.0,0.07156308851224105
65,New York,11234,NY,19.508333333333333,0.0142111160675715,0.0652106967895474,0.13715207745058502,516200.0,574200.0,2300.0,2200.0,-0.043478260869565216,0.11235955056179775
51,Hoboken,7030,NJ,19.731666666666666,0.0401932567351437,0.0997418444883216,0.10049882629108,963000.0,1030800.0,3500.0,3400.0,-0.02857142857142857,0.07040498442367601
2435,Dana Point,92629,CA,19.76833333333333,0.000746466214510466,0.0893999281041158,0.0801800705681956,871600.0,920400.0,3400.0,3800.0,0.11764705882352941,0.0559889857732905
2218,Kapolei,96707,HI,19.919999999999998,0.014757220123266,0.0676887973779887,0.0808238144686743,566900.0,616000.0,2772.5,2772.5,0.0,0.08661139530781443
3557,Somerville,2143,MA,20.145,0.0570975984211644,0.107179746136705,0.0928234501347709,670400.0,739500.0,3000.0,3100.0,0.03333333333333333,0.10307279236276849
634,San Diego,92130,CA,20.419999999999998,0.0203197750844044,0.067445128887329,0.0658049353701528,783200.0,840600.0,3150.0,3400.0,0.07936507936507936,0.07328907048008172
4984,Brookline,2445,MA,20.50833333333333,0.0479807198351163,0.0907482075258526,0.0699056725675152,884600.0,920400.0,3200.0,3250.0,0.015625,0.040470269048157356
741,San Diego,92037,CA,20.526666666666667,0.0164381672605838,0.0777640396304509,0.02488282326992,1556100.0,1625100.0,4985.0,5297.5,0.06268806419257773,0.04434162328899171
1987,Brookline,2446,MA,20.666666666666664,0.0503442973907464,0.0934745510769441,0.0647413085135505,1043700.0,1131100.0,3450.0,3400.0,-0.014492753623188406,0.08374053846890869
6141,Cambridge,2141,MA,20.88333333333333,0.0502857727307282,0.10420662608844,0.0901001112347052,736600.0,824500.0,3320.0,3400.0,0.024096385542168676,0.1193320662503394
1654,Cambridge,2139,MA,20.951666666666668,0.0608518724100036,0.11014696061504,0.0893206808254255,842800.0,915900.0,3400.0,3595.0,0.057352941176470586,0.08673469387755102
547,Irvine,92620,CA,21.183333333333334,0.0100622581497141,0.0676907414770491,0.0194242920664638,758100.0,796800.0,3080.0,3350.0,0.08766233766233766,0.05104867431737238
2876,Boston,2118,MA,21.418333333333333,0.0541954492397638,0.0873762157059772,0.0768211920529801,1599300.0,1771800.0,4000.0,4200.0,0.05,0.10785968861376852
4554,Cambridge,2140,MA,21.47,0.0548619503398058,0.0986348272546382,0.11952065594449698,772300.0,870800.0,3450.0,3595.0,0.042028985507246375,0.12754111096724072
3817,Somerville,2144,MA,21.930000000000003,0.0556634271073704,0.0963484373693941,0.118577670634323,746000.0,813600.0,3000.0,3150.0,0.05,0.09061662198391421
1667,Cambridge,2138,MA,22.168333333333337,0.0500591753148012,0.0961465696868824,0.0794985040604075,1012900.0,1158900.0,3500.0,3600.0,0.02857142857142857,0.14414058643498864
3290,Issaquah,98029,WA,22.428333333333338,0.0399552757907073,0.135354176555349,0.209488700112197,639700.0,766100.0,2478.5,2657.5,0.07222110147266492,0.19759262154134752
88,Redmond,98052,WA,22.973333333333333,0.0401368939948348,0.133689954222964,0.19572899062836102,626100.0,752300.0,2585.0,2712.5,0.04932301740812379,0.20156524516850344
7126,Newton,2458,MA,22.998333333333335,0.0379677113468122,0.0794622311547142,0.0704824976348155,780700.0,823400.0,2700.0,3000.0,0.1111111111111111,0.05469450493147176
120,New York,11385,NY,23.0,0.0249938666502976,0.0923696207596929,0.156581073801401,569900.0,651200.0,2800.0,2650.0,-0.05357142857142857,0.14265660642217934
3981,Belmont,2478,MA,23.35666666666667,0.0396189075425786,0.0761657968527838,0.0960739030023095,847100.0,927100.0,2575.0,2800.0,0.08737864077669903,0.09443985361822689
0,New York,10025,NY,25.42,0.0562702600492855,0.0979062776259203,0.153774981495189,1998200.0,2598800.0,4500.0,4250.0,-0.05555555555555555,0.3005705134621159
4271,New York,11361,NY,25.705,0.0219418066180108,0.0736331932509702,0.11297304845691901,724000.0,793300.0,2500.0,2400.0,-0.04,0.0957182320441989
2363,New York,11357,NY,26.731666666666666,0.0213491435657531,0.0688021969320054,0.113726023670249,772800.0,862700.0,2300.0,2350.0,0.021739130434782608,0.11633022774327122
3411,New York,11228,NY,30.819999999999997,0.0362947802155507,0.0857642650879318,0.0868516284680338,836100.0,913800.0,2250.0,2500.0,0.1111111111111111,0.09293146752780768
